Species,Country_of_Origin,Harvest_Year,Color,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,QualityTier,BrewingRecommendations,QualityTier,BrewingRecommendations
Arabica,Mexico,2012,Green,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,7.25,81.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,7.42,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2017,Green,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.75,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Vietnam,2014,Blue-Green,Washed / Wet,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,8.0,81.75,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2014,Blue-Green,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,81.75,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2013,Blue-Green,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,7.25,81.75,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.25,81.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.25,81.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,7.33,81.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2011,Green,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.17,81.75,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2017,Green,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.25,81.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2017,Green,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,7.58,81.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2017,Green,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.33,81.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Honduras,2016,Blue-Green,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2015,Green,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,7.25,81.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2014,Green,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,7.33,81.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2013,Green,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,81.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2014,Green,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.33,81.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Indonesia,2013,Blue-Green,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,7.58,81.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2014,Green,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,7.5,81.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Costa Rica,2013,Green,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,8.08,81.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2014,Green,Washed / Wet,7.42,7.42,7.67,8.0,7.58,7.5,9.33,9.33,10.0,7.42,81.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Taiwan,2013,Green,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,7.25,81.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2013,Green,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.25,81.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2013,Green,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,7.42,81.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2012,Green,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.17,81.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,7.58,81.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,7.08,81.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.17,81.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,7.42,81.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,7.67,81.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,United States (Hawaii),2012,Green,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,10.0,7.25,81.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2018,Blue-Green,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,7.33,81.58,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2017,Green,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,7.42,81.58,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2016,Blue-Green,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,7.25,81.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Costa Rica,2015,Green,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,7.25,81.58,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2014,Green,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,81.58,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Malawi,2014,Green,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2013,Blue-Green,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,7.33,81.58,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2013,Green,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,7.17,81.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2013,Green,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,10.0,7.33,81.58,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2017,Green,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,7.58,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Nicaragua,2017,Green,Other,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,7.33,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2017,Green,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,7.33,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2015,Green,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,7.33,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Myanmar,2015,Green,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.42,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Costa Rica,2014,Green,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,7.33,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Malawi,2014,Green,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,7.33,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2014,Green,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,7.17,81.5,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Taiwan,2014,Blue-Green,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,7.5,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2014,Green,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Haiti,2013,Blue-Green,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2013,Green,Other,7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,10.0,7.42,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2013,Green,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.25,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,10.0,7.17,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,10.0,7.08,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.25,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,10.0,7.5,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,10.0,7.42,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Indonesia,2012,Green,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,7.17,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2012,Blue-Green,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.17,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2012,Green,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,10.0,7.42,81.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2017,Green,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,10.0,7.25,81.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2016,Green,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,10.0,7.42,81.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2015,Green,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10.0,10.0,10.0,7.5,81.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2015,Green,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,10.0,7.25,81.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2014,Green,Washed / Wet,7.83,7.75,7.42,7.17,7.08,7.08,10.0,10.0,10.0,7.08,81.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Malawi,2014,Blue-Green,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,10.0,7.42,81.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2014,Green,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,7.42,81.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2014,Green,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,10.0,7.08,81.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2014,Green,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,7.33,81.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Peru,2013,Blue-Green,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.25,81.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2013,Green,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,10.0,7.08,81.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2011,Green,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,10.0,7.17,81.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2016,Blue-Green,Washed / Wet,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,10.0,7.33,81.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2015,Green,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.33,81.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2015,Green,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,10.0,7.42,81.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2014,Green,Other,7.17,7.33,7.42,7.25,7.42,7.33,10.0,10.0,10.0,7.42,81.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Philippines,2014,Green,Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10.0,10.0,10.0,7.33,81.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Malawi,2014,Green,Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,81.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2014,Green,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,10.0,7.33,81.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.58,7.42,7.25,7.33,7.25,7.25,10.0,10.0,10.0,7.25,81.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2015,Green,Natural / Dry,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10.0,10.0,5.25,81.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2015,Green,Natural / Dry,7.17,7.42,7.17,7.08,6.92,8.17,10.0,10.0,10.0,7.33,81.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Nicaragua,2015,Green,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,10.0,7.5,81.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2015,Green,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,10.0,7.42,81.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2014,Blue-Green,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.33,81.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2014,Green,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,7.42,81.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2013,Green,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,81.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2013,Green,Washed / Wet,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,10.0,7.08,81.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10.0,10.0,7.5,81.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Nicaragua,2016,Green,Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10.0,10.0,10.0,7.25,81.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2015,Green,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,7.17,81.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2015,Green,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,10.0,10.0,10.0,7.17,81.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Costa Rica,2015,Blue-Green,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,7.42,81.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2015,Green,Natural / Dry,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Thailand,2014,Blue-Green,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10.0,10.0,10.0,7.42,81.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2014,Blue-Green,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,10.0,7.33,81.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Malawi,2014,Green,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,10.0,7.25,81.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Costa Rica,2014,Green,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,7.25,81.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2013,Green,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,10.0,7.17,81.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,10.0,10.0,10.0,7.08,81.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2012,Green,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,7.25,81.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2012,Green,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,10.0,7.08,81.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2016,Green,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10.0,9.33,7.33,81.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2014,Green,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,7.17,81.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Costa Rica,2014,Green,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,7.17,81.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,United States (Puerto Rico),2013,Green,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,8.5,81.08,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,7.08,81.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,7.25,81.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,10.0,7.25,81.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,United States (Hawaii),2012,Blue-Green,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,10.0,7.33,81.08,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,El Salvador,2017,Green,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,7.25,81.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2016,Blue-Green,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,7.17,81.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2016,Green,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,7.25,81.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2016,Green,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,7.75,81.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2015,Green,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,81.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2015,Blue-Green,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,7.33,81.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2014,Green,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,7.33,81.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2014,Green,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10.0,6.67,10.0,7.75,81.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Tanzania,2014,Green,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Uganda,2013,Green,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2013,Green,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,81.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Thailand,2012,Green,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,7.17,81.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,7.5,81.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Taiwan,2017,Blue-Green,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2017,Green,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Kenya,2017,Green,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,80.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2017,Green,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,80.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
